student_id,week,assignment_submitted,submission_delay_days,short_text_submission
S2126,1,yes,1.0,I followed the instructions and addressed all the requirements..
S2126,2,yes,2.0,I reviewed the readings and completed the analysis..
S2126,3,no,,
S2126,4,yes,0.0,I tried to apply the methods we discussed in class..
S2126,5,yes,0.0,I tried to apply the methods we discussed in class..
S2126,6,no,,
S2126,7,yes,1.0,I completed the assignment based on the course materials..
S2126,8,yes,0.0,I followed the instructions and addressed all the requirements..
S2126,9,yes,2.0,I tried to apply the methods we discussed in class..
S2126,10,yes,2.0,I reviewed the readings and completed the analysis..
S2126,11,yes,1.0,I reviewed the readings and completed the analysis..
S2126,12,yes,3.0,I followed the instructions and addressed all the requirements..
S2126,13,no,,
S2126,14,yes,2.0,I reviewed the readings and completed the analysis..
S2126,15,yes,0.0,I reviewed the readings and completed the analysis..
S2126,16,yes,2.0,I followed the instructions and addressed all the requirements..
S2127,1,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2127,2,yes,0.0,I completed the assignment based on the course materials..
S2127,3,yes,0.0,I tried to apply the methods we discussed in class..
S2127,4,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2127,5,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2127,6,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2127,7,yes,1.0,I tried to apply the methods we discussed in class..
S2127,8,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2127,9,yes,1.0,I found this topic interesting and learned a lot from the research..
S2127,10,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2127,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2127,12,yes,1.0,This connects well with what we studied in previous weeks..
S2127,13,yes,1.0,I found this topic interesting and learned a lot from the research..
S2127,14,yes,0.0,I followed the instructions and addressed all the requirements..
S2127,15,yes,1.0,I tried to apply the methods we discussed in class..
S2127,16,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2128,1,yes,1.0,This connects well with what we studied in previous weeks..
S2128,2,yes,2.0,I followed the instructions and addressed all the requirements..
S2128,3,no,,
S2128,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2128,5,yes,0.0,I reviewed the readings and completed the analysis..
S2128,6,yes,1.0,I think I understand the main concepts from this exercise..
S2128,7,yes,1.0,I tried to apply the methods we discussed in class..
S2128,8,yes,0.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2128,9,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2128,10,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2128,11,yes,0.0,I reviewed the readings and completed the analysis..
S2128,12,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2128,13,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2128,14,yes,1.0,I reviewed the readings and completed the analysis..
S2128,15,no,,
S2128,16,yes,2.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2129,1,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2129,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2129,3,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2129,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2129,5,yes,1.0,I reviewed the readings and completed the analysis..
S2129,6,no,,
S2129,7,yes,1.0,I tried to apply the methods we discussed in class..
S2129,8,yes,1.0,I think I understand the main concepts from this exercise..
S2129,9,yes,3.0,I tried to apply the methods we discussed in class..
S2129,10,yes,1.0,I followed the instructions and addressed all the requirements..
S2129,11,yes,2.0,I followed the guidelines..
S2129,12,yes,3.0,I turned in the assignment..
S2129,13,yes,1.0,I followed the guidelines..
S2129,14,no,,
S2129,15,no,,
S2129,16,no,,
S2130,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2130,2,no,,
S2130,3,yes,0.0,The examples in class really helped me understand the concepts better..
S2130,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2130,5,yes,1.0,I completed the assignment based on the course materials..
S2130,6,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2130,7,yes,1.0,The examples in class really helped me understand the concepts better..
S2130,8,yes,2.0,I reviewed the readings and completed the analysis..
S2130,9,yes,1.0,I reviewed the readings and completed the analysis..
S2130,10,yes,0.0,The examples in class really helped me understand the concepts better..
S2130,11,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2130,12,yes,0.0,I reviewed the readings and completed the analysis..
S2130,13,yes,0.0,I think I understand the main concepts from this exercise..
S2130,14,yes,0.0,I tried to apply the methods we discussed in class..
S2130,15,yes,0.0,I followed the instructions and addressed all the requirements..
S2130,16,yes,2.0,I completed the assignment based on the course materials..
S2131,1,yes,0.0,I think I understand the main concepts from this exercise..
S2131,2,yes,1.0,I followed the instructions and addressed all the requirements..
S2131,3,yes,1.0,I reviewed the readings and completed the analysis..
S2131,4,yes,2.0,I think I understand the main concepts from this exercise..
S2131,5,yes,1.0,I tried to apply the methods we discussed in class..
S2131,6,yes,0.0,I think I understand the main concepts from this exercise..
S2131,7,no,,
S2131,8,yes,0.0,I completed the assignment based on the course materials..
S2131,9,yes,0.0,I tried to apply the methods we discussed in class..
S2131,10,yes,3.0,I tried to apply the methods we discussed in class..
S2131,11,yes,0.0,I followed the instructions and addressed all the requirements..
S2131,12,yes,0.0,I completed the assignment based on the course materials..
S2131,13,yes,1.0,I tried to apply the methods we discussed in class..
S2131,14,yes,0.0,I turned in the assignment..
S2131,15,no,,
S2131,16,yes,3.0,I reviewed the readings and completed the analysis..
S2132,1,yes,1.0,I think I understand the main concepts from this exercise..
S2132,2,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2132,3,yes,0.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2132,4,yes,1.0,I tried to apply the methods we discussed in class..
S2132,5,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2132,6,yes,1.0,I tried to apply the methods we discussed in class..
S2132,7,yes,1.0,I reviewed the readings and completed the analysis..
S2132,8,yes,0.0,I tried to apply the methods we discussed in class..
S2132,9,yes,0.0,I completed the assignment based on the course materials..
S2132,10,yes,2.0,I followed the instructions and addressed all the requirements..
S2132,11,yes,1.0,I tried to apply the methods we discussed in class..
S2132,12,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2132,13,yes,0.0,I reviewed the readings and completed the analysis..
S2132,14,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2132,15,yes,0.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2132,16,yes,1.0,I completed the assignment based on the course materials..
S2133,1,yes,0.0,I completed the assignment based on the course materials..
S2133,2,yes,1.0,I followed the instructions and addressed all the requirements..
S2133,3,no,,
S2133,4,no,,
S2133,5,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2133,6,no,,
S2133,7,yes,2.0,I completed the assignment based on the course materials..
S2133,8,yes,2.0,I completed the assignment based on the course materials..
S2133,9,yes,2.0,I followed the instructions and addressed all the requirements..
S2133,10,yes,0.0,I think I understand the main concepts from this exercise..
S2133,11,yes,1.0,I tried to apply the methods we discussed in class..
S2133,12,yes,1.0,I followed the instructions and addressed all the requirements..
S2133,13,yes,2.0,I think I understand the main concepts from this exercise..
S2133,14,yes,3.0,I followed the instructions and addressed all the requirements..
S2133,15,yes,0.0,I followed the instructions and addressed all the requirements..
S2133,16,yes,1.0,This connects well with what we studied in previous weeks..
S2134,1,no,,
S2134,2,yes,0.0,The examples in class really helped me understand the concepts better..
S2134,3,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2134,4,no,,
S2134,5,yes,0.0,The examples in class really helped me understand the concepts better..
S2134,6,yes,0.0,I think I understand the main concepts from this exercise..
S2134,7,yes,0.0,I followed the instructions and addressed all the requirements..
S2134,8,yes,1.0,I completed the assignment based on the course materials..
S2134,9,yes,0.0,I found this topic interesting and learned a lot from the research..
S2134,10,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2134,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2134,12,yes,0.0,I completed the assignment based on the course materials..
S2134,13,yes,1.0,This connects well with what we studied in previous weeks..
